"SMQ620.Code.or.Value","SMQ620.Value.Description","SMQ620.Count","SMQ620.Cumulative","SMQ620.Skip.to.Item"
"1","Yes",765,765,""
"2","No",1249,2014,"SMAQUEX2"
"7","Refused",1,2015,"SMAQUEX2"
"9","Don't know",3,2018,"SMAQUEX2"
".","Missing",5168,7186,""
