"AUXRR155.Code.or.Value","AUXRR155.Value.Description","AUXRR155.Count","AUXRR155.Cumulative","AUXRR155.Skip.to.Item"
"-12 to 51","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
