"AUDTYR58.Code.or.Value","AUDTYR58.Value.Description","AUDTYR58.Count","AUDTYR58.Cumulative","AUDTYR58.Skip.to.Item"
"0 to 2.72","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
