"AUDTYR73.Code.or.Value","AUDTYR73.Value.Description","AUDTYR73.Count","AUDTYR73.Cumulative","AUDTYR73.Skip.to.Item"
"0 to 0.84","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
