"TYXP187.Code.or.Value","TYXP187.Value.Description","TYXP187.Count","TYXP187.Cumulative","TYXP187.Skip.to.Item"
"-294 to 4","Range of Values",1413,1413,NA
".","Missing",7056,8469,NA
