"CIQD068.Code.or.Value","CIQD068.Value.Description","CIQD068.Count","CIQD068.Cumulative","CIQD068.Skip.to.Item"
"1","Yes",0,0,"CIQD071"
"2","No",13,13,""
"7","Refuse",0,13,""
"9","Don't know",0,13,""
".","Missing",915,928,""
