"LBD151LC.Code.or.Value","LBD151LC.Value.Description","LBD151LC.Count","LBD151LC.Cumulative","LBD151LC.Skip.to.Item"
"0","detectable result",10,10,NA
"1","below detectable limit",2297,2307,NA
".","Missing",240,2547,NA
