"AUXRR218.Code.or.Value","AUXRR218.Value.Description","AUXRR218.Count","AUXRR218.Cumulative","AUXRR218.Skip.to.Item"
"-28 to 79","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
