"AUXRR251.Code.or.Value","AUXRR251.Value.Description","AUXRR251.Count","AUXRR251.Cumulative","AUXRR251.Skip.to.Item"
"-13 to 60","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
