"AUXLR136.Code.or.Value","AUXLR136.Value.Description","AUXLR136.Count","AUXLR136.Cumulative","AUXLR136.Skip.to.Item"
"-16 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
