"CIQD005.Code.or.Value","CIQD005.Value.Description","CIQD005.Count","CIQD005.Cumulative","CIQD005.Skip.to.Item"
"1","Yes",59,59,NA
"2","No",14,73,NA
"7","Refuse",0,73,NA
"9","Don't know",0,73,NA
".","Missing",705,778,NA
