"CIQD059.Code.or.Value","CIQD059.Value.Description","CIQD059.Count","CIQD059.Cumulative","CIQD059.Skip.to.Item"
"1","Yes",8,8,""
"2","No",46,54,"CIQD061"
"7","Refuse",0,54,"CIQD061"
"9","Don't know",0,54,"CIQD061"
".","Missing",724,778,""
