"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-41 to 84","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
