"AUXLR181.Code.or.Value","AUXLR181.Value.Description","AUXLR181.Count","AUXLR181.Cumulative","AUXLR181.Skip.to.Item"
"-16 to 46","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
