"AUXRR141.Code.or.Value","AUXRR141.Value.Description","AUXRR141.Count","AUXRR141.Cumulative","AUXRR141.Skip.to.Item"
"-15 to 72","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
