"AUXRR158.Code.or.Value","AUXRR158.Value.Description","AUXRR158.Count","AUXRR158.Cumulative","AUXRR158.Skip.to.Item"
"-46 to 35","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
