"AUXRR132.Code.or.Value","AUXRR132.Value.Description","AUXRR132.Count","AUXRR132.Cumulative","AUXRR132.Skip.to.Item"
"-67 to 70","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
