"DBQ700.Code.or.Value","DBQ700.Value.Description","DBQ700.Count","DBQ700.Cumulative","DBQ700.Skip.to.Item"
"1","Excellent",529,529,NA
"2","Very good",1168,1697,NA
"3","Good",2524,4221,NA
"4","Fair",1650,5871,NA
"5","Poor",455,6326,NA
"7","Refused",0,6326,NA
"9","Don't know",1,6327,NA
".","Missing",3644,9971,NA
