"DBQ421.Code.or.Value","DBQ421.Value.Description","DBQ421.Count","DBQ421.Cumulative","DBQ421.Skip.to.Item"
"1","Free",1202,1202,NA
"2","Reduced price",106,1308,NA
"3","Full price",119,1427,NA
"7","Refused",0,1427,NA
"9","Don't know",2,1429,NA
".","Missing",8542,9971,NA
