"AUXLR208.Code.or.Value","AUXLR208.Value.Description","AUXLR208.Count","AUXLR208.Cumulative","AUXLR208.Skip.to.Item"
"-33 to 121","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
