"SMQ856.Code.or.Value","SMQ856.Value.Description","SMQ856.Count","SMQ856.Cumulative","SMQ856.Skip.to.Item"
"1","Yes",3181,3181,""
"2","No",2931,6112,"SMQ860"
"7","Refused",0,6112,"SMQ860"
"9","Don't know",1,6113,"SMQ860"
".","Missing",4062,10175,""
