"AUXLR282.Code.or.Value","AUXLR282.Value.Description","AUXLR282.Count","AUXLR282.Cumulative","AUXLR282.Skip.to.Item"
"-16 to 43","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
