"SMQ866.Code.or.Value","SMQ866.Value.Description","SMQ866.Count","SMQ866.Cumulative","SMQ866.Skip.to.Item"
"1","Yes",692,692,""
"2","No",5164,5856,"SMQ870"
"7","Refused",0,5856,"SMQ870"
"9","Don't know",0,5856,"SMQ870"
".","Missing",3398,9254,""
