"AUDTYR75.Code.or.Value","AUDTYR75.Value.Description","AUDTYR75.Count","AUDTYR75.Cumulative","AUDTYR75.Skip.to.Item"
"0 to 0.78","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
