"AUXRR123.Code.or.Value","AUXRR123.Value.Description","AUXRR123.Count","AUXRR123.Cumulative","AUXRR123.Skip.to.Item"
"-74 to 60","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
