"SMD233.Code.or.Value","SMD233.Value.Description","SMD233.Count","SMD233.Cumulative","SMD233.Skip.to.Item"
"1 to 999","Range of Values",20,20,NA
"7777","Refused",0,20,NA
"9999","Don't know",0,20,NA
".","Missing",4860,4880,NA
