"AUXLR281.Code.or.Value","AUXLR281.Value.Description","AUXLR281.Count","AUXLR281.Cumulative","AUXLR281.Skip.to.Item"
"-32 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
