"AUXLR169.Code.or.Value","AUXLR169.Value.Description","AUXLR169.Count","AUXLR169.Cumulative","AUXLR169.Skip.to.Item"
"-12 to 65","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
