"AUXLR149.Code.or.Value","AUXLR149.Value.Description","AUXLR149.Count","AUXLR149.Cumulative","AUXLR149.Skip.to.Item"
"-29 to 45","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
