"AUXRR149.Code.or.Value","AUXRR149.Value.Description","AUXRR149.Count","AUXRR149.Cumulative","AUXRR149.Skip.to.Item"
"-39 to 49","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
