"AUDTYL28.Code.or.Value","AUDTYL28.Value.Description","AUDTYL28.Count","AUDTYL28.Cumulative","AUDTYL28.Skip.to.Item"
"0 to 1.59","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
