"SXQ841.Code.or.Value","SXQ841.Value.Description","SXQ841.Count","SXQ841.Cumulative","SXQ841.Skip.to.Item"
"0 to 10","Range of Values",63,63,NA
"77777","Refused",0,63,NA
"99999","Don't know",0,63,NA
".","Missing",5239,5302,NA
