"CIQD085.Code.or.Value","CIQD085.Value.Description","CIQD085.Count","CIQD085.Cumulative","CIQD085.Skip.to.Item"
"1","Past Month",2,2,"CIQD087"
"2","More than a month ago",0,2,"CIQD087"
"7","Refuse",0,2,"CIQD087"
"9","Don't know",0,2,"CIQD087"
".","Missing",848,850,""
