"AUXRR172.Code.or.Value","AUXRR172.Value.Description","AUXRR172.Count","AUXRR172.Cumulative","AUXRR172.Skip.to.Item"
"-34 to 62","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
