"SMQ040.Code.or.Value","SMQ040.Value.Description","SMQ040.Count","SMQ040.Cumulative","SMQ040.Skip.to.Item"
"1","Every day",832,832,"SMQ078"
"2","Some days",268,1100,"SMD641"
"3","Not at all",1322,2422,""
"7","Refused",0,2422,"SMAQUEX2"
"9","Don't know",0,2422,"SMAQUEX2"
".","Missing",4579,7001,""
