"AUXLR128.Code.or.Value","AUXLR128.Value.Description","AUXLR128.Count","AUXLR128.Cumulative","AUXLR128.Skip.to.Item"
"-57 to 42","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
