"AUDTYR36.Code.or.Value","AUDTYR36.Value.Description","AUDTYR36.Count","AUDTYR36.Cumulative","AUDTYR36.Skip.to.Item"
"0 to 2.38","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
