"AUXLR262.Code.or.Value","AUXLR262.Value.Description","AUXLR262.Count","AUXLR262.Cumulative","AUXLR262.Skip.to.Item"
"-25 to 73","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
