"LBD177LC.Code.or.Value","LBD177LC.Value.Description","LBD177LC.Count","LBD177LC.Cumulative","LBD177LC.Skip.to.Item"
"0","detectable result",287,287,NA
"1","below detectable limit",2000,2287,NA
".","Missing",260,2547,NA
