"SXQ410.Code.or.Value","SXQ410.Value.Description","SXQ410.Count","SXQ410.Cumulative","SXQ410.Skip.to.Item"
"1 to 500","Range of Values",115,115,NA
"77777","Refused",0,115,NA
"99999","Don't know",0,115,NA
".","Missing",4942,5057,NA
