"SMQ819.Code.or.Value","SMQ819.Value.Description","SMQ819.Count","SMQ819.Cumulative","SMQ819.Skip.to.Item"
"1","Today",15,15,NA
"2","Yesterday",12,27,NA
"3","3 to 5 days ago",4,31,NA
"7","Refused",0,31,NA
"9","Don't know",0,31,NA
".","Missing",6949,6980,NA
