"AUXLR273.Code.or.Value","AUXLR273.Value.Description","AUXLR273.Count","AUXLR273.Cumulative","AUXLR273.Skip.to.Item"
"-24 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
