"CIQD038.Code.or.Value","CIQD038.Value.Description","CIQD038.Count","CIQD038.Cumulative","CIQD038.Skip.to.Item"
"1","Respondent Gives Reason",43,43,""
"5","No Particular Reason",24,67,"CIQD041"
"7","Refuse",0,67,"CIQD041"
"9","Don't know",0,67,"CIQD041"
".","Missing",711,778,""
