"TYXP066.Code.or.Value","TYXP066.Value.Description","TYXP066.Count","TYXP066.Cumulative","TYXP066.Skip.to.Item"
"-173 to 161","Range of Values",5581,5581,NA
".","Missing",4,5585,NA
