"AUXLR251.Code.or.Value","AUXLR251.Value.Description","AUXLR251.Count","AUXLR251.Cumulative","AUXLR251.Skip.to.Item"
"-59 to 69","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
