"KIQ081.Code.or.Value","KIQ081.Value.Description","KIQ081.Count","KIQ081.Cumulative","KIQ081.Skip.to.Item"
"1","Yes",134,134,NA
"2","No",1323,1457,NA
"7","Refused",4,1461,NA
"9","Don't know",8,1469,NA
".","Missing",917,2386,NA
