"AUXRR140.Code.or.Value","AUXRR140.Value.Description","AUXRR140.Count","AUXRR140.Cumulative","AUXRR140.Skip.to.Item"
"-17 to 49","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
