"AUXRR184.Code.or.Value","AUXRR184.Value.Description","AUXRR184.Count","AUXRR184.Cumulative","AUXRR184.Skip.to.Item"
"-26 to 69","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
