"RFXC050.Code.or.Value","RFXC050.Value.Description","RFXC050.Count","RFXC050.Cumulative","RFXC050.Skip.to.Item"
"-7.874 to 4.051","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
