"KIQ040.Code.or.Value","KIQ040.Value.Description","KIQ040.Count","KIQ040.Cumulative","KIQ040.Skip.to.Item"
"1","Yes",504,504,""
"2","No",1321,1825,"KIQ340"
"7","Refused",3,1828,"KIQ340"
"9","Don't know",4,1832,"KIQ340"
".","Missing",3048,4880,""
