"AUDTYR04.Code.or.Value","AUDTYR04.Value.Description","AUDTYR04.Count","AUDTYR04.Cumulative","AUDTYR04.Skip.to.Item"
"0 to 1.16","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
