"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-11 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
