"RHQ700.Code.or.Value","RHQ700.Value.Description","RHQ700.Count","RHQ700.Cumulative","RHQ700.Skip.to.Item"
"1","Yes",1528,1528,NA
"2","No",356,1884,NA
"7","Refused",0,1884,NA
"9","Don't know",1,1885,NA
".","Missing",1679,3564,NA
