"AUXLR248.Code.or.Value","AUXLR248.Value.Description","AUXLR248.Count","AUXLR248.Cumulative","AUXLR248.Skip.to.Item"
"-13 to 57","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
