"CIQP34.Code.or.Value","CIQP34.Value.Description","CIQP34.Count","CIQP34.Cumulative","CIQP34.Skip.to.Item"
"0 to 100","Range of Values",28,28,NA
"900","900 +",0,28,NA
"7777","Refused",0,28,NA
"9999","Don't know",0,28,NA
".","Missing",750,778,NA
