"TYXP142.Code.or.Value","TYXP142.Value.Description","TYXP142.Count","TYXP142.Cumulative","TYXP142.Skip.to.Item"
"-292 to 24","Range of Values",7038,7038,NA
".","Missing",1431,8469,NA
