"AUXRR229.Code.or.Value","AUXRR229.Value.Description","AUXRR229.Count","AUXRR229.Cumulative","AUXRR229.Skip.to.Item"
"-64 to 50","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
