"CIQD086.Code.or.Value","CIQD086.Value.Description","CIQD086.Count","CIQD086.Cumulative","CIQD086.Skip.to.Item"
"1","Month",14,14,NA
"2","Past 6 Months",11,25,NA
"3","More than 6 months",0,25,NA
"7","Refuse",0,25,NA
"9","Don't know",0,25,NA
".","Missing",903,928,NA
