"WBXA024.Code.or.Value","WBXA024.Value.Description","WBXA024.Count","WBXA024.Cumulative","WBXA024.Skip.to.Item"
"-13.8008 to 0.9995","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
