"HUQ060.Code.or.Value","HUQ060.Value.Description","HUQ060.Count","HUQ060.Cumulative","HUQ060.Skip.to.Item"
"1","6 months or less,",91,91,NA
"2","More than 6 months, but not more than 1 year ago,",80,171,NA
"3","More than 1 year, but not more than 3 years ago,",812,983,NA
"4","More than 3 years, or",418,1401,NA
"5","Never?",47,1448,NA
"7","Refused",0,1448,NA
"9","Don't know",1,1449,NA
".","Missing",8700,10149,NA
