"AUXLR220.Code.or.Value","AUXLR220.Value.Description","AUXLR220.Count","AUXLR220.Cumulative","AUXLR220.Skip.to.Item"
"-36 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
