"TYXP077.Code.or.Value","TYXP077.Value.Description","TYXP077.Count","TYXP077.Cumulative","TYXP077.Skip.to.Item"
"-185 to 111","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
