"DBD940.Code.or.Value","DBD940.Value.Description","DBD940.Count","DBD940.Cumulative","DBD940.Skip.to.Item"
"1","Yes",1976,1976,NA
"2","No",266,2242,NA
"7","Refused",0,2242,NA
"9","Don't know",1,2243,NA
".","Missing",626,2869,NA
