"KIQ044.Code.or.Value","KIQ044.Value.Description","KIQ044.Count","KIQ044.Cumulative","KIQ044.Skip.to.Item"
"1","Yes",1025,1025,""
"2","No",3919,4944,"KIQ046"
"7","Refused",2,4946,"KIQ046"
"9","Don't know",7,4953,"KIQ046"
".","Missing",458,5411,""
